cohortGo,feature,e_nr,ne_nr,e_r,ne_r,events,no_events,responders,non_responders,total_patients,direction,fisher_pval,or,ci_low,ci_high,group,ct,no_dcb,dcb,type,p_bh,p_by,mechanism
Pan-Cancer ## Anti-PD-1,neo_ct_lt75,123,97,36,97,159,194,133,220,353,Non-Response,1.0722477425613e-07,0.293741124318852,0.178064802852519,0.477418285073426,mechanism,409,247,162,univariate,2.92525735645943e-05,0.000367887822093407,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_effector_lt75_or_rna_geneset_gene_set_t_cell_gep_10_lt75,137,54,48,70,185,124,118,191,309,Non-Response,1.08964367548836e-07,0.271522021001182,0.161853089756223,0.451063017178097,mechanism,309,191,118,combination,2.95782775203767e-05,0.000371983958068431,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_6_lt75_and_rna_geneset_vhio_tcell_lt75,124,67,40,78,164,145,118,191,309,Non-Response,1.1502140485884e-07,0.278325793612344,0.16578102393502,0.461668649710536,mechanism,309,191,118,combination,3.09639907073471e-05,0.000389411040348046,Anti-PD-1
Pan-Cancer ## Anti-PD-1,neo_ct_lt75_or_rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25,164,24,70,46,234,70,116,188,304,Non-Response,1.19881321081502e-07,0.223942920303055,0.120665289606934,0.406843872496859,mechanism,304,188,116,combination,3.1954857451164e-05,0.00040187243310594,Anti-PD-1
Pan-Cancer ## Taxane,rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt25_and_rna_geneset_KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY_lt75,61,6,17,23,78,29,40,67,107,Non-Response,1.41886658530714e-07,0.0750493622035345,0.0213820563299852,0.226754611223222,mechanism,107,67,40,combination,3.65617859013899e-05,0.000459810339675128,Taxane
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt75,132,59,45,73,177,132,118,191,309,Non-Response,1.45374282122775e-07,0.276797084932367,0.165271905808764,0.458686077381587,mechanism,409,247,162,univariate,3.70700786789441e-05,0.000466202759217542,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_vhio_tcell_lt75,132,59,45,73,177,132,118,191,309,Non-Response,1.45374282122775e-07,0.276797084932367,0.165271905808764,0.458686077381587,mechanism,409,247,162,univariate,3.70700786789441e-05,0.000466202759217542,Anti-PD-1
Pan-Cancer ## Anti-PD-1,neo_ct_lt75_or_rna_geneset_vhio_tcell_lt75,157,31,64,52,221,83,116,188,304,Non-Response,1.45889156818666e-07,0.244308851144554,0.137673922211257,0.427293863860465,mechanism,304,188,116,combination,3.70700786789441e-05,0.000466202759217542,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tmbPerMb_lt75_or_rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25,160,31,66,52,226,83,118,191,309,Non-Response,1.61359491257361e-07,0.247180990622972,0.139658014355859,0.43132281699093,mechanism,309,191,118,combination,4.04263953150453e-05,0.000508412652811506,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_effector_lt75,130,61,44,74,174,135,118,191,309,Non-Response,1.62020152409717e-07,0.28026123023829,0.167432834531068,0.464161056262395,mechanism,409,247,162,univariate,4.04672085123121e-05,0.000508925929984265,Anti-PD-1
Pan-Cancer ## Taxane,rna_geneset_KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY_lt75_and_rna_geneset_KEGG_STEROID_BIOSYNTHESIS_gt25,64,3,21,19,85,22,40,67,107,Non-Response,1.70459444429219e-07,0.0535683064915817,0.00922483359802122,0.207166910268814,mechanism,107,67,40,combination,4.22156580646196e-05,0.000530914877261613,Taxane
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt75,131,60,45,73,176,133,118,191,309,Non-Response,1.7339045667475e-07,0.283601833095052,0.169521752980975,0.469554201331271,mechanism,409,247,162,univariate,4.27165779915167e-05,0.000537214573954706,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50_or_rna_geneset_vhio_tcell_lt75,156,35,63,55,219,90,118,191,309,Non-Response,1.78322647109234e-07,0.258274537835826,0.148453175930728,0.443892798193074,mechanism,309,191,118,combination,4.37482174612103e-05,0.000550188734906839,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt75_and_rna_geneset_vhio_tcell_lt75,128,63,43,75,171,138,118,191,309,Non-Response,1.82577492750835e-07,0.28343986623339,0.169336068723194,0.469287653259612,mechanism,309,191,118,combination,4.46417070169929e-05,0.000561425487325024,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75_or_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,106,85,30,88,136,173,118,191,309,Non-Response,1.88716434595611e-07,0.274529334909297,0.159323441896454,0.464252698969141,mechanism,309,191,118,combination,4.57301264267916e-05,0.000575113727278027,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_effector_lt75_and_rna_geneset_gene_set_t_cell_gep_10_lt75,125,66,41,77,166,143,118,191,309,Non-Response,1.90317076430249e-07,0.282385092763344,0.168425301894415,0.467921861896381,mechanism,309,191,118,combination,4.59809450124898e-05,0.000578268085749404,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt75_and_rna_geneset_gene_set_t_cell_gep_10_lt75,113,78,34,84,147,162,118,191,309,Non-Response,2.10319625266632e-07,0.28060137967595,0.165208795549869,0.469264615650432,mechanism,309,191,118,combination,4.97780937832661e-05,0.000626021996644148,Anti-PD-1
Pan-Cancer ## Anti-PD-1,clin_hasSystemicPreTreatment_or_rna_geneset_vhio_tcell_lt75,165,26,71,47,236,73,118,191,309,Non-Response,2.28423637499322e-07,0.239285076086715,0.131138250502654,0.428741793176812,mechanism,309,191,118,combination,5.38278646523402e-05,0.000676952947444464,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_AXON_GUIDANCE_gt75_and_rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75,35,156,1,117,36,273,118,191,309,Non-Response,2.51450134493715e-07,0.0383188411037146,0.000934824092303003,0.235034316283594,mechanism,309,191,118,combination,5.74231586634959e-05,0.000722168281426237,Anti-PD-1
Pan-Cancer ## Anti-EGFR,rna_geneset_HALLMARK_APICAL_SURFACE_lt50_and_rna_geneset_KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM_gt50,26,6,1,16,27,22,17,32,49,Non-Response,3.14017555044041e-07,0.0163287635702596,0.000338801857453216,0.13914620041783,mechanism,49,32,17,combination,6.99322161703848e-05,0.000879485377390077,Anti-EGFR
Pan-Cancer ## Anti-PD-1,clin_hasSystemicPreTreatment_or_rna_geneset_gene_set_t_cell_gep_10_lt75,166,25,72,46,238,71,118,191,309,Non-Response,3.13716523183395e-07,0.236965261899787,0.128865092689898,0.427339807590831,mechanism,309,191,118,combination,6.99322161703848e-05,0.000879485377390077,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tml_lt75_or_rna_geneset_APM_lt75,160,31,67,51,227,82,118,191,309,Non-Response,3.17086452656612e-07,0.255802602250638,0.144416233622698,0.446752860464001,mechanism,309,191,118,combination,7.00511182460052e-05,0.000880980720203104,Anti-PD-1
Pan-Cancer ## Anti-PD-1,neo_ct_lt75_or_purity_tml_lt75,128,92,40,93,168,185,133,220,353,Non-Response,3.50412793561075e-07,0.310213815680468,0.190145629981889,0.499931070578834,mechanism,353,220,133,combination,7.64784153120049e-05,0.000961812046525102,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_effector_lt75_and_rna_geneset_vhio_tcell_lt75,124,67,41,77,165,144,118,191,309,Non-Response,3.58291620739571e-07,0.288946284876929,0.172499965491145,0.478495482135065,mechanism,309,191,118,combination,7.7676667932017e-05,0.000976881576927977,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tml_lt75_and_rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25,65,126,11,107,76,233,118,191,309,Non-Response,3.69559590300328e-07,0.200214080940706,0.0905136095908851,0.407076835644673,mechanism,309,191,118,combination,7.99064498186871e-05,0.00100492388234152,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tmbPerMb_lt75_or_rna_geneset_gene_set_t_cell_effector_lt75,155,36,63,55,218,91,118,191,309,Non-Response,3.78266795622032e-07,0.267323620271183,0.154198291318651,0.458174402417469,mechanism,309,191,118,combination,8.08218455118938e-05,0.00101643613192817,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt75_and_rna_geneset_gene_set_t_cell_effector_lt75,114,77,35,83,149,160,118,191,309,Non-Response,3.76548534483123e-07,0.286038085185057,0.168932540998201,0.477251792249076,mechanism,309,191,118,combination,8.08218455118938e-05,0.00101643613192817,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_CD_8_T_effector_lt50,81,110,18,100,99,210,118,191,309,Non-Response,4.11281809494404e-07,0.245523622320984,0.129219808987704,0.447414508520244,mechanism,409,247,162,univariate,8.6177319149705e-05,0.00108378793359247,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_cd8_t_effector_lt50,81,110,18,100,99,210,118,191,309,Non-Response,4.11281809494404e-07,0.245523622320984,0.129219808987704,0.447414508520244,mechanism,409,247,162,univariate,8.6177319149705e-05,0.00108378793359247,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_6_lt50,81,110,18,100,99,210,118,191,309,Non-Response,4.11281809494404e-07,0.245523622320984,0.129219808987704,0.447414508520244,mechanism,409,247,162,univariate,8.6177319149705e-05,0.00108378793359247,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt75_and_rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75,38,153,2,116,40,269,118,191,309,Non-Response,4.43625360877314e-07,0.0697931670911557,0.0079863812796351,0.279714774090507,mechanism,309,191,118,combination,9.20058627907264e-05,0.0011570891842102,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_6_lt75_and_rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75,38,153,2,116,40,269,118,191,309,Non-Response,4.43625360877314e-07,0.0697931670911557,0.0079863812796351,0.279714774090507,mechanism,309,191,118,combination,9.20058627907264e-05,0.0011570891842102,Anti-PD-1
Pan-Cancer ## Anti-PD-1,neo_ct_lt75_and_purity_tmbPerMb_lt75,103,117,27,106,130,223,133,220,353,Non-Response,4.47063363434593e-07,0.290345734572821,0.168909244871105,0.487590601045623,mechanism,353,220,133,combination,9.24829628088269e-05,0.00116308931565819,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tml_lt75_and_rna_geneset_APM_lt75,67,124,12,106,79,230,118,191,309,Non-Response,4.92750437902921e-07,0.210481499657152,0.0981648742170233,0.418787689009107,mechanism,309,191,118,combination,9.95282431082474e-05,0.00125169255665742,Anti-PD-1
Pan-Cancer ## Anti-PD-1,clin_hasSystemicPreTreatment_or_rna_geneset_gene_set_t_cell_gep_6_lt75,164,27,71,47,235,74,118,191,309,Non-Response,5.07437229305478e-07,0.249956544203919,0.137840481527804,0.445713778907248,mechanism,309,191,118,combination,0.000102114206201253,0.00128421428771807,Anti-PD-1
Pan-Cancer ## Pyrimidine (ant)agonist,cn_simple_chr13_q_gt25_or_cn_simple_chr22_q_gt25,71,2,24,16,95,18,40,73,113,Non-Response,5.09144400807673e-07,0.0436503672450147,0.00456296878908445,0.205972639792129,mechanism,113,73,40,combination,0.000102204767015464,0.00128535320360298,Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,rna_geneset_CD_8_T_effector_lt75,131,60,46,72,177,132,118,191,309,Non-Response,5.30866730164634e-07,0.293885350829968,0.175933538812048,0.486075187160102,mechanism,409,247,162,univariate,0.000105891583856247,0.00133171955202076,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_cd8_t_effector_lt75,131,60,46,72,177,132,118,191,309,Non-Response,5.30866730164634e-07,0.293885350829968,0.175933538812048,0.486075187160102,mechanism,409,247,162,univariate,0.000105891583856247,0.00133171955202076,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt50,85,106,20,98,105,204,118,191,309,Non-Response,5.73892493576273e-07,0.255603845577738,0.13793578658159,0.457111344869356,mechanism,409,247,162,univariate,0.000113658674385524,0.00142940046247154,Anti-PD-1
Skin Melanoma ## Anti-PD-1,drivers_pathway_IMMUNE_EVASION_gt0_or_rna_geneset_gene_set_t_cell_gep_6_lt50,29,22,5,44,34,66,49,51,100,Non-Response,6.79753060369558e-07,0.0885709111522798,0.0234557517381359,0.273447628170233,mechanism,100,51,49,combination,0.000132367051628706,0.00166468178374396,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt50,80,111,18,100,98,211,118,191,309,Non-Response,7.10900481579318e-07,0.250833416593161,0.131997088545711,0.457238124403936,mechanism,409,247,162,univariate,0.000135204880038743,0.00170037103723607,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tml_lt75_or_rna_geneset_gene_set_t_cell_gep_6_lt75,156,35,65,53,221,88,118,191,309,Non-Response,7.01320120139597e-07,0.276436878093374,0.158820160270299,0.475752651584824,mechanism,309,191,118,combination,0.000135204880038743,0.00170037103723607,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tmbPerMb_lt75_or_rna_geneset_gene_set_t_cell_gep_10_lt75,154,37,63,55,217,92,118,191,309,Non-Response,8.15084096398265e-07,0.276489990461247,0.159994186471894,0.472604572043203,mechanism,309,191,118,combination,0.000151637350007054,0.00190702996845482,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_vhio_tcell_lt50,82,109,19,99,101,208,118,191,309,Non-Response,8.52259116116272e-07,0.256205535064004,0.136606683105667,0.462425272051119,mechanism,409,247,162,univariate,0.000157472304275311,0.00198041184075483,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25_or_rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75,133,58,48,70,181,128,118,191,309,Non-Response,8.85282503631406e-07,0.300304666716958,0.179865833536911,0.496714473261201,mechanism,309,191,118,combination,0.000162100410501643,0.00203861608443489,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt75_and_rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25,90,101,23,95,113,196,118,191,309,Non-Response,9.12651608633285e-07,0.2728485922732,0.151606951266435,0.477157622835455,mechanism,309,191,118,combination,0.000166549187722284,0.00209456504082555,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt75_and_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,58,133,9,109,67,242,118,191,309,Non-Response,9.52276638178487e-07,0.190202031516483,0.0791992938972717,0.409208934326509,mechanism,309,191,118,combination,0.000173391127451899,0.00218061101898417,Anti-PD-1
Pan-Cancer ## Pyrimidine (ant)agonist,clin_pretreatment_contains_Platinum_or_cn_simple_chr22_q_gt25,67,6,20,20,87,26,40,73,113,Non-Response,9.74040030396931e-07,0.0919948811542631,0.026436359765222,0.277023318888745,mechanism,113,73,40,combination,0.000177155437206354,0.00222795193803847,Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION_lt75,132,59,48,70,180,129,118,191,309,Non-Response,1.02554666539687e-06,0.307761580103827,0.18454490880457,0.508550381840656,mechanism,409,247,162,univariate,0.000185692468485746,0.00233531581963282,Anti-PD-1
Pan-Cancer ## Anti-PD-1,neo_ct_lt75_or_rna_geneset_KEGG_HEDGEHOG_SIGNALING_PATHWAY_gt75,121,67,41,75,162,142,116,188,304,Non-Response,1.04868601811931e-06,0.303965135572287,0.181046774422891,0.504687471548263,mechanism,304,188,116,combination,0.000189176085916996,0.00237912668047756,Anti-PD-1
Prostate ## Anti-AR,rna_geneset_KEGG_COMPLEMENT_AND_COAGULATION_CASCADES_gt25_or_signature_log_SBS1_lt25,33,25,0,21,33,46,21,58,79,Non-Response,1.04943990391721e-06,0,0,0.167738915629617,mechanism,79,58,21,combination,0.000189176085916996,0.00237912668047756,Anti-AR
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_HEDGEHOG_SIGNALING_PATHWAY_gt75_or_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,108,83,33,85,141,168,118,191,309,Non-Response,1.19512632036817e-06,0.299582579048129,0.176046944779932,0.501769311991997,mechanism,309,191,118,combination,0.000212377212501884,0.00267090996274434,Anti-PD-1
Pan-Cancer ## Anti-PD-1,clin_hasSystemicPreTreatment_or_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,146,45,58,60,204,105,118,191,309,Non-Response,1.22040884550796e-06,0.299233652397062,0.176819910750035,0.501938956792088,mechanism,309,191,118,combination,0.0002166332286702,0.00272443470700313,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt75_and_rna_geneset_vhio_tcell_lt75,111,80,35,83,146,163,118,191,309,Non-Response,1.29964633680317e-06,0.30515120813754,0.180446957080501,0.50861585435934,mechanism,309,191,118,combination,0.000227961051857089,0.00286689629904328,Anti-PD-1
Pan-Cancer ## Anti-PD-1,neo_ct_lt75_and_rna_geneset_KEGG_HEDGEHOG_SIGNALING_PATHWAY_gt75,36,152,2,114,38,266,116,188,304,Non-Response,1.40488192884415e-06,0.0744713588613198,0.00850722584845643,0.299695087866132,mechanism,304,188,116,combination,0.00024223859158664,0.00304645427825348,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt75_or_rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25,168,23,76,42,244,65,118,191,309,Non-Response,1.4178046343118e-06,0.248973320762231,0.132823874948315,0.45703761821029,mechanism,309,191,118,combination,0.000243949415798762,0.00306797003966137,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tml_lt75,116,131,38,124,154,255,162,247,409,Non-Response,1.43121544554434e-06,0.34697770434001,0.216268859162401,0.548797924392835,mechanism,409,247,162,univariate,0.000244446185939725,0.00307421754758871,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_effector_lt75_or_rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25,165,26,73,45,238,71,118,191,309,Non-Response,1.4266403883513e-06,0.256877427614796,0.140543417853091,0.461500998553223,mechanism,309,191,118,combination,0.000244446185939725,0.00307421754758871,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tml_lt75_or_rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75,117,74,39,79,156,153,118,191,309,Non-Response,1.4907640442423e-06,0.313451925924769,0.187080698974518,0.519018510782596,mechanism,309,191,118,combination,0.000251970116492422,0.00316884041618868,Anti-PD-1
Pan-Cancer ## Pyrimidine (ant)agonist,clin_pretreatment_contains_Platinum_or_rna_geneset_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT_lt25,40,24,4,29,44,53,33,64,97,Non-Response,1.50639107932619e-06,0.0850381833704283,0.0193322883759846,0.28326863631263,mechanism,97,64,33,combination,0.000254347016320125,0.00319873291433135,Pyrimidine (ant)agonist
Skin Melanoma ## Anti-PD-1,driver_B2M_or_rna_geneset_gene_set_t_cell_gep_6_lt50,28,23,5,44,33,67,49,51,100,Non-Response,1.72972793042585e-06,0.0958208071056004,0.0254010576491968,0.295448855751374,mechanism,100,51,49,combination,0.000288166293064941,0.00362405275974431,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25_and_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,76,115,17,101,93,216,118,191,309,Non-Response,1.77168643844156e-06,0.255774738814022,0.132566143613958,0.471698793034172,mechanism,309,191,118,combination,0.000292714748465513,0.00368125529433535,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25_or_rna_geneset_KEGG_HEDGEHOG_SIGNALING_PATHWAY_gt75,131,60,48,70,179,130,118,191,309,Non-Response,1.82510417449367e-06,0.315333211731696,0.189294935658667,0.520613546930764,mechanism,309,191,118,combination,0.000298470420294211,0.00375364009046511,Anti-PD-1
Pan-Cancer ## Multikinase inhibitor,clin_age_lt25_or_drivers_total_gt50,57,53,10,54,67,107,64,110,174,Non-Response,1.94337546795353e-06,0.173931635257625,0.0714542887033702,0.389201091088757,mechanism,174,110,64,combination,0.000314416879938615,0.00395418683195868,Multikinase inhibitor
Pan-Cancer ## Anti-PD-1,purity_tmbPerMb_lt75_or_rna_geneset_vhio_tcell_lt75,152,39,63,55,215,94,118,191,309,Non-Response,1.95169991398059e-06,0.295183888529455,0.171872235951293,0.502106477624258,mechanism,309,191,118,combination,0.000314823911322833,0.00395930576240536,Anti-PD-1
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr11_q_gt50_or_cn_simple_chr3_q_gt25,24,0,15,20,39,20,35,24,59,Non-Response,2.0020220400297e-06,0,0,0.156778733929157,mechanism,59,24,35,combination,0.000319768938766944,0.00402149568810844,Aromatase inhibitor
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_18_lt75,129,62,47,71,176,133,118,191,309,Non-Response,2.08153524669088e-06,0.319418369547843,0.19188819800354,0.526916890288914,mechanism,409,247,162,univariate,0.000331167776948575,0.00416485038282532,Anti-PD-1
Pan-Cancer ## Anti-PD-1,clin_hasSystemicPreTreatment_and_rna_geneset_gene_set_t_cell_gep_6_lt75,78,113,18,100,96,213,118,191,309,Non-Response,2.18396389128724e-06,0.261860786128455,0.137726846345892,0.477656698705666,mechanism,309,191,118,combination,0.0003451002534456,0.0043400687588612,Anti-PD-1
Bladder Urothelial ## Anti-PD-1,clin_hasRadiotherapyPreTreatment_or_purity_tmbPerMb_lt75,32,5,5,17,37,22,22,37,59,Non-Response,2.38034946268004e-06,0.0496878919834054,0.00921006259357639,0.2125375854375,mechanism,59,37,22,combination,0.000372512090406977,0.00468480700819958,Anti-PD-1
Bladder Urothelial ## Anti-PD-1,purity_tmbPerMb_lt75_or_rna_geneset_HALLMARK_HEDGEHOG_SIGNALING_gt25,32,2,6,13,38,15,19,34,53,Non-Response,2.49910574938823e-06,0.031986133781461,0.00283737233668841,0.189791337741546,mechanism,53,34,19,combination,0.000387738164731896,0.00487629400027766,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tml_lt75_or_rna_geneset_KEGG_AXON_GUIDANCE_gt75,119,72,41,77,160,149,118,191,309,Non-Response,2.64069386275086e-06,0.323378801692931,0.19372163756573,0.534081346847058,mechanism,309,191,118,combination,0.000405326245765998,0.00509748619084339,Anti-PD-1
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr15_q_gt50_or_cn_simple_chr3_q_gt25,23,1,13,22,36,23,35,24,59,Non-Response,2.67408292953339e-06,0.027357911502439,0.000603145820360282,0.206806479496291,mechanism,59,24,35,combination,0.000409031548613613,0.00514408502399547,Aromatase inhibitor
